"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035148","GO:0035148","tube formation","50/3391","153/18860",0.326797385620915,1.81757555081405,4.75404888659105,8.01381995856271e-06,0.000213941321789101,0.000147561829752696,"CITED2/FZD6/GDNF/SOX9/TGIF1/VEGFA/SPINT2/TGFB2/GDF7/FGF10/PRKACB/CTHRC1/PIK3CD/EDA/NOTCH1/CASP3/TEAD2/ADM/HIF1A/HS2ST1/SPECC1L/SUFU/ATOH8/RALA/FGFR2/SFRP2/LMO4/NUP50/MTHFD1L/CC2D2A/SEC24B/CFL1/SFRP1/WNT5A/DVL2/ITGB1BP1/VASP/SEMA4C/IFT172/TGM2/GREM1/ZEB2/MTHFD1/SDC4/CDK20/BCL2L11/SDCCAG8/PLXNB2/SIX4/NCKAP1",50
"GO:0021954","GO:0021954","central nervous system neuron development","36/3391","98/18860",0.36734693877551,2.04310329262935,4.84722181157605,8.09942206372891e-06,0.000213941321789101,0.000147561829752696,"ADARB1/PLXNA4/EPHB2/LEP/EPHB3/ROBO1/ARHGEF28/TSKU/GLI2/RAC3/SCN1B/NRP2/SPTBN4/MAP2/PTEN/FGFR2/UBB/GBA2/EPHA4/RAC1/NDEL1/BTG2/WNT5A/ZMIZ1/KIFBP/CRK/ZEB2/NANOS1/ATP7A/SLIT2/NDNF/B4GALT5/ATF5/MAPT/DCLK2/BRINP1",36
"GO:0055006","GO:0055006","cardiac cell development","36/3391","98/18860",0.36734693877551,2.04310329262935,4.84722181157605,8.09942206372891e-06,0.000213941321789101,0.000147561829752696,"TBX18/PDLIM5/SGCD/PLEC/SRF/VEGFA/PDCD4/ALPK3/SLC8A1/MEF2A/COL14A1/PRKG1/MYH10/NOTCH1/SGCB/INHBA/PI16/PDGFRA/PARP2/POPDC1/MTOR/JAG1/TBX3/PDGFRB/FOXP1/OBSL1/RGS4/TBX5/IGF1/FHL2/NEBL/PPARA/SPRY1/LARGE1/CTCF/G6PD",36
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","45/3391","133/18860",0.338345864661654,1.88180566426387,4.77811617357631,8.15477186335286e-06,0.000213941321789101,0.000147561829752696,"PLPP3/MYADM/NEDD9/PRKCE/NID1/CDK6/CARMIL1/LIMS2/ANKRD28/COL8A1/HACD1/VEGFA/EMP2/ROCK1/DOCK5/FERMT2/RRAS/RAC3/CCN1/MDK/COL16A1/PTK2B/SMAD3/JAK2/LIMS1/RAC1/FLNA/RSU1/CFL1/PPM1F/CSF1/PREX1/SFRP1/ITGB1BP1/PTPRJ/CRK/DAG1/RIN2/TRIOBP/SDC4/NDNF/UTRN/PLEKHA2/ITGA3/THY1",45
"GO:0008360","GO:0008360","regulation of cell shape","47/3391","141/18860",0.333333333333333,1.85392706183033,4.7651998189805,8.18191865386797e-06,0.000213941321789101,0.000147561829752696,"FGD4/PDPN/CDC42EP3/WASF3/RHOJ/NF2/PLXNB1/ATP10A/VEGFA/YPEL4/WDR1/FERMT2/RAC3/MYL12B/FAM171A1/MYH10/PHIP/EPS8/PTK2B/LPAR1/POPDC1/ITGA7/FBLIM1/DAPK3/FMNL2/RHOBTB2/PARVA/RAC1/PALMD/ANXA1/PLEKHO1/GNA12/CFL1/CCL7/CDC42SE2/TPM1/FMNL1/CRK/EPB41L3/SEPTIN7/FMNL3/DIAPH1/PLXNB2/SHROOM3/MYH9/FGD1/CCL11",47
"GO:0014902","GO:0014902","myotube differentiation","46/3391","137/18860",0.335766423357664,1.86745937615026,4.77104832988719,8.18392050197392e-06,0.000213941321789101,0.000147561829752696,"SORT1/ADAM12/CCN3/GDF15/TMEM119/KLF5/CFLAR/MYC/PLEC/SMO/NLN/PTGFRN/DMPK/CDON/DOCK5/CNTNAP1/CD9/FKRP/NOTCH1/CCL8/HDAC5/BCL9/MTOR/CAV2/ADAMTS5/TANC1/ITGB1/HDAC9/PLEKHO1/FBXO22/MAMSTR/GPX1/EHD1/MAPK14/RCAN1/CYP26B1/IGF1/MEF2C/MYH9/BCL2/RIPOR2/NEO1/SIX4/LARGE1/DYRK1B/PPIF",46
"GO:0007599","GO:0007599","hemostasis","73/3391","250/18860",0.292,1.62404010616337,4.65051902352704,8.49528969336557e-06,0.000221159533345127,0.000152540449571635,"PDPN/C1QTNF1/HPS5/RAP2B/EPHB2/COL3A1/PLA2G4A/ANXA2/ANGPTL1/FZD6/VCL/SLC7A11/MYL12A/ITGA2/DGKH/TSPAN8/SRF/ANGPTL7/THBS1/ANGPTL2/ZNF385A/UBASH3B/SERPINE2/SERPING1/CD9/TLN1/PRKG1/ACTG1/IL6R/ANGPT1/MERTK/HSPB1/SVEP1/ADRA2A/PDGFRA/PIK3CA/JAK2/NFE2/HPSE/CAV1/F2RL2/PRRG3/F10/C1GALT1C1/FLNA/HPS6/F3/ITPK1/MYL9/PLAU/GNA12/TYRO3/PLCG2/GAS6/CD40/HPS4/MAPK14/ENTPD1/DGKB/TSPAN32/TSPAN9/PTPRJ/ACTB/FUNDC2/EMILIN2/GNAQ/PRRG1/MYH9/HTR2A/LNPK/ANGPTL4/ANO6/TBXA2R",73
"GO:0002685","GO:0002685","regulation of leukocyte migration","69/3391","233/18860",0.296137339055794,1.64705108068189,4.6530441737265,8.81308736569074e-06,0.00022848475261299,0.000157592875860612,"DUSP1/CXCL12/CCN3/GDF15/DAPK2/PIK3R1/NEDD9/SWAP70/APOD/ITGA2/CNN2/BDKRB1/PTN/VEGFA/NBL1/MICOS10-NBL1/THBS1/IL34/RAC3/CD9/TNFAIP6/CAMK1D/MDK/PLCB1/IL6R/PTK2B/SLC8B1/LRCH1/IL12A/OXSR1/NINJ1/CCL8/LGMN/MOSPD2/ABL2/RAC1/HMOX1/ANXA1/VEGFC/ADORA1/CYP19A1/MSTN/LGALS3/VEGFD/ITGA4/CCL7/ADAM17/CSF1/GAS6/AKIRIN1/WNT5A/PTPRJ/RARRES2/CRK/TRPV4/DPP4/GREM1/FUT4/MAPK3/SLIT2/WASL/DNM1L/ADA/TNFRSF14/RIPOR2/ANO6/CCR1/THY1/DDT",69
"GO:0031529","GO:0031529","ruffle organization","24/3391","55/18860",0.436363636363636,2.42695906275971,4.96190328934788,9.14568274199403e-06,0.000236131742894117,0.000162867237393708,"STON1/AIF1L/CARMIL1/KANK1/EPS8/MTOR/PIP5K1A/CAV1/CSPG4/RAC1/INPP5K/EVL/SH3YL1/NDEL1/SH3BP1/TPM1/PFN2/ARF6/CORO1C/CORO1B/TCIRG1/PLEKHA1/HRAS/DEF8",24
"GO:0045599","GO:0045599","negative regulation of fat cell differentiation","26/3391","62/18860",0.419354838709677,2.3323598519801,4.91987042811823,9.47275955587481e-06,0.000242084755205443,0.00016697321085341,"SORT1/FOXO1/TRIB3/ZFP36L2/VEGFA/DDIT3/FERMT2/MSX2/ZFPM2/INSIG1/SMAD3/TGFB1I1/JAG1/CCN4/BMAL1/RORA/YAP1/RUNX1T1/GPER1/ASXL1/MMP11/ENPP1/WNT5A/TRPV4/LRP3/JDP2",26
"GO:0035296","GO:0035296","regulation of tube diameter","52/3391","162/18860",0.320987654320988,1.78526309657736,4.69966847838925,9.49200665931448e-06,0.000242084755205443,0.00016697321085341,"CBS/LOC102724560/ABCC9/OXTR/GCLM/ROCK2/ACTA2/LEP/ADRA1B/ATP1A2/BDKRB2/EXT1/VEGFA/VSTM4/ROCK1/DOCK5/HRH1/TRPM4/AGT/PTPN11/SLC8A1/PRKG1/ADM/SVEP1/ARHGAP42/ADRA2A/ITGA1/CAV1/ITGB1/PER2/PIK3C2A/ADORA1/MAP2K1/SCARB1/GPX1/KCNJ8/KCNMA1/ITGA4/PLOD3/EDNRB/GAB1/GPER1/NPR1/EDNRA/ATP2B1/ITGB1BP1/MMP2/ASIC2/HTR2A/ECE1/TBXA2R/GUCY1A1",52
"GO:0097746","GO:0097746","blood vessel diameter maintenance","52/3391","162/18860",0.320987654320988,1.78526309657736,4.69966847838925,9.49200665931448e-06,0.000242084755205443,0.00016697321085341,"CBS/LOC102724560/ABCC9/OXTR/GCLM/ROCK2/ACTA2/LEP/ADRA1B/ATP1A2/BDKRB2/EXT1/VEGFA/VSTM4/ROCK1/DOCK5/HRH1/TRPM4/AGT/PTPN11/SLC8A1/PRKG1/ADM/SVEP1/ARHGAP42/ADRA2A/ITGA1/CAV1/ITGB1/PER2/PIK3C2A/ADORA1/MAP2K1/SCARB1/GPX1/KCNJ8/KCNMA1/ITGA4/PLOD3/EDNRB/GAB1/GPER1/NPR1/EDNRA/ATP2B1/ITGB1BP1/MMP2/ASIC2/HTR2A/ECE1/TBXA2R/GUCY1A1",52
"GO:0031401","GO:0031401","positive regulation of protein modification process","101/3391","375/18860",0.269333333333333,1.49797306595891,4.56040974870054,9.54824652447961e-06,0.000242390689900435,0.000167184223307667,"NNMT/FAM107A/CDKN1A/ARHGEF2/NEK10/LIF/NEDD9/RSPO1/LEP/RAF1/FAM20A/CDC14B/RASSF2/ENPP2/NIBAN1/STRADB/SKP2/TRIB3/WBP1L/VEGFA/DCUN1D3/ARRDC4/IL34/RALBP1/FGF10/PIM1/TNIP1/WFS1/ADCY8/ANGPT1/MMD/PTK2B/SLC51B/TANK/TPX2/CHP1/NRG1/IL12A/TNFSF15/GPRC5B/MAP2K3/PARP9/CACUL1/JAK2/MAP3K4/PELI2/UBB/CAV1/CSPG4/RASD2/RASSF1/SNX9/NDFIP1/EZH2/RAC1/SPRY2/BMAL1/LRRK2/TOM1L1/SEPTIN4/MALT1/MAP2K1/IL31RA/FGF1/PDGFRB/NGF/TLR3/DCUN1D4/PSMD10/GAS6/TAOK3/GPER1/PFN2/PDCD10/KDM1A/TRAF4/TNFRSF10B/WNT5A/PINK1/DERL1/ITGB1BP1/UBE2K/RARRES2/MRNIP/PTTG1IP/CBLB/CENPX/CDKN2A/CEMIP/CLSPN/UBE2N/PIK3C3/UBQLN1/IGF1/NPTN/DDX3X/DNAJB2/UBA2/SPHK1/EGFR/TICAM1",101
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","93/3391","339/18860",0.274336283185841,1.52579837832054,4.57381907065773,9.58127049654253e-06,0.000242390689900435,0.000167184223307667,"ACSS1/ERRFI1/ACSL1/PRKAG2/GGT5/CBS/LOC102724560/PHGDH/PRKAA1/ABAT/SCD/UGP2/PLA2G4A/ALDH1A3/FADS3/GLS/ALOX15B/OSBPL3/PSAT1/GLUL/PTGIS/ASNS/BRCA1/TRIB3/SHMT2/SLC38A1/HACD1/CTHRC1/ELOVL1/SHMT1/ADI1/OSBPL7/BCAT2/INSIG1/ERLIN2/DEGS1/HACD2/AKR1C3/CASP1/SERINC3/UGDH/ME3/ACSL4/ALDH1A1/PDK4/PER2/PTGS1/MTHFD1L/MLYCD/OLAH/PNPLA8/FGFR4/PTGS2/PTGES/PLOD3/NR1H2/SCAP/GPX4/ABHD3/KLHL25/PYCR1/ABHD2/OSBPL1A/DAGLB/SCP2/ELOVL5/ASS1/CYP39A1/ALDH18A1/ACOX2/HACD4/MTHFD1/NANS/PYCR2/GLUD1/CTH/GAMT/RBP1/ASL/PLOD2/GSTM2/MGLL/OSBPL9/HSD17B4/QKI/BHMT2/THNSL2/HAAO/ACACB/ANGPTL4/CDO1/GLUD2/INSIG2",93
"GO:0006493","GO:0006493","protein O-linked glycosylation","50/3391","154/18860",0.324675324675325,1.8057731121724,4.70083245097424,9.81769083225572e-06,0.000246384769126289,0.000169939061100645,"GXYLT2/EOGT/GALNT15/GLCE/CHST7/GALNT16/TRAK2/HS3ST3B1/EXT1/B3GALT2/GALNT12/GCNT4/PXYLP1/ST3GAL1/TMTC1/SLC35D1/CHST3/FKRP/ANGPT1/HS2ST1/GALNT10/B3GNT9/B3GNT5/CHSY3/UGDH/EXTL2/C1GALT1C1/B3GAT3/PLOD3/CHST15/OGA/B3GALT4/HS6ST1/TET2/COLGALT1/GALNT2/TET3/FUT4/TMTC4/SLC35D2/IGF1/POFUT4/B4GALT5/GALNT7/GALNT17/LARGE1/B3GALNT2/CSGALNACT1/PGM3/B3GALT1",50
"GO:0106106","GO:0106106","cold-induced thermogenesis","50/3391","154/18860",0.324675324675325,1.8057731121724,4.70083245097424,9.81769083225572e-06,0.000246384769126289,0.000169939061100645,"ACSL1/OXTR/SCD/RHEB/LEP/NPR3/IGF2BP2/LGR4/RBPJ/PDGFC/VEGFA/DDIT3/EPAS1/G0S2/NOTCH1/IGF1R/MFAP2/LNPEP/JAK2/DIO2/ADAMTS5/CAV1/BMAL1/ALDH1A1/PER2/NOVA1/IRF4/FABP4/HSF1/LPIN1/NR1H2/ACOT13/ADAM17/TLE3/ADIPOR1/RB1/KDM1A/ZNF423/CEBPB/KDM3A/PEMT/FH/ALMS1/GRB10/KDM6B/GADD45G/ATF4/QKI/MAP2K6/ADIPOR2",50
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","49/3391","150/18860",0.326666666666667,1.81684852059373,4.70264686982883,9.94641633764969e-06,0.000248620781284519,0.00017148130662226,"CXCL12/CDC42EP3/DAAM2/LMOD1/DSTN/ARHGAP28/MYADM/PRKCE/ARPC5/SWAP70/CARMIL1/ELN/KANK1/SSH2/CYFIP2/WDR1/CYRIA/SVIL/SPTBN4/GSN/CRACD/EPS8/PTK2B/SPECC1L/PAK3/PIK3CA/MTOR/GBA2/SNX9/RAC1/BIN1/EVL/CFL1/PLEKHH2/SEMA5A/SH3BP1/CAPZB/PREX1/PFN2/ARF6/VASP/ARPC3/TRIOBP/SLIT2/KANK4/COTL1/SPTAN1/NCKAP1/CCL11",49
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","62/3391","204/18860",0.303921568627451,1.69034526225707,4.64156323266821,1.00988006653406e-05,0.000251428076882328,0.000173417583689286,"IMPA2/PRKAA1/CDIPT/PIK3R1/PCYT2/PIK3R3/PLA2G4A/ZRANB1/TMEM150A/LCLAT1/DGKH/CDS2/ABHD5/ITPKB/AGPAT2/PIK3CD/GPAT3/ACSL3/PLA2G4C/SLC44A2/PIK3CA/PTEN/SYNJ2/PGAP1/PIGA/PIP5K1A/CRLS1/PTDSS1/MTMR14/INPP5K/PIK3C2A/INPP5D/SH3GLB1/LPIN1/EFR3B/SH3YL1/LPCAT3/BPNT2/ABHD3/PLCG2/PLD1/DGKB/FAR1/HDHD5/SYNJ1/SPATA18/PEMT/PIGZ/SLC44A1/FABP3/PIK3C3/SLC44A3/PISD/AGPAT5/PI4KB/HTR2A/MTMR7/IMPA1/INPP1/SACM1L/UBE3C/ETNK1",62
"GO:0055074","GO:0055074","calcium ion homeostasis","91/3391","331/18860",0.274924471299094,1.52906975190236,4.54666592025329,1.08411277655498e-05,0.000268842828462687,0.000185429066961412,"CACNB2/CXCL12/TRPC6/ANXA6/SGCD/PRKCE/ATP2A2/FAM20A/DMD/HERPUD1/CLIC2/NT5E/TRPA1/P2RX7/ATP1A2/ANK2/TMEM165/PKD2/STIM2/BDKRB1/PRKD1/DMPK/DDIT3/UBASH3B/SLC8A1/WFS1/STC1/PLCB1/ADCY8/PTK2B/SLC8B1/SYPL2/ABCC6/TPCN2/PSEN1/CCL8/ITPR2/CALM1/CAV2/SRI/GSTO1/CACNA1C/CAV1/STIM1/TMBIM6/TRPV6/FLNA/PLCB4/ATP1B1/ADORA1/ASPH/TMEM64/SLC24A3/NGF/CCL7/PLCG2/STC2/CD40/GPER1/ITPR1/PLCE1/EDNRA/MCUR1/WNT5A/LETM1/ATP2B1/ATP13A1/TCIRG1/TRPV4/TGM2/ATP13A2/CEMIP/CCDC47/TMTC4/VAPB/DIAPH1/GSTM2/ATF4/NPTN/HTR2A/BCL2/CAMK2D/CALB2/CCL11/JPH2/CCR1/THY1/CHD7/ERO1A/CYBA/C19orf12",91
"GO:0007596","GO:0007596","blood coagulation","71/3391","243/18860",0.292181069958848,1.62504717765375,4.59148522717109,1.0952653839867e-05,0.000270491115932659,0.000186565940908874,"PDPN/C1QTNF1/HPS5/RAP2B/EPHB2/COL3A1/PLA2G4A/ANXA2/ANGPTL1/FZD6/VCL/SLC7A11/MYL12A/ITGA2/DGKH/TSPAN8/SRF/ANGPTL7/THBS1/ANGPTL2/UBASH3B/SERPINE2/SERPING1/CD9/TLN1/PRKG1/ACTG1/IL6R/ANGPT1/MERTK/HSPB1/SVEP1/ADRA2A/PDGFRA/PIK3CA/JAK2/HPSE/CAV1/F2RL2/PRRG3/F10/C1GALT1C1/FLNA/HPS6/F3/ITPK1/MYL9/PLAU/GNA12/TYRO3/PLCG2/GAS6/CD40/HPS4/MAPK14/ENTPD1/DGKB/TSPAN32/TSPAN9/PTPRJ/ACTB/FUNDC2/EMILIN2/GNAQ/PRRG1/MYH9/HTR2A/LNPK/ANGPTL4/ANO6/TBXA2R",71
"GO:1990845","GO:1990845","adaptive thermogenesis","54/3391","171/18860",0.315789473684211,1.75635195331295,4.65180028990211,1.09938212564278e-05,0.000270491115932659,0.000186565940908874,"ACSL1/OXTR/SCD/RHEB/LEP/NPR3/IGF2BP2/LGR4/RBPJ/PDGFC/VEGFA/DDIT3/EPAS1/G0S2/NOTCH1/IGF1R/CKB/MFAP2/LNPEP/JAK2/DIO2/ADAMTS5/SLC25A4/CAV1/BMAL1/ALDH1A1/PER2/NOVA1/IRF4/FABP4/HSF1/LPIN1/NR1H2/ACOT13/ADAM17/TLE3/ADIPOR1/RB1/KDM1A/ZNF423/CEBPB/TRPV4/KDM3A/PEMT/FH/ALMS1/GRB10/KDM6B/GADD45G/ATF4/QKI/MAP2K6/ADIPOR2/SORL1",54
"GO:0048732","GO:0048732","gland development","118/3391","454/18860",0.259911894273128,1.44557308345361,4.49944834900895,1.10390631448618e-05,0.000270543289729932,0.000186601926762034,"ERRFI1/INHBB/WNT2/IRS2/TGFBR2/CITED2/OXTR/NR3C1/CFLAR/ALDH1A3/ALOX15B/RAF1/EPHB3/ROBO1/LIMS2/SOX9/ITGA2/RBPJ/DBP/HGF/SMO/PKD2/MPST/EXT1/JUN/SRF/PTN/VEGFA/CPT1A/HIPK2/TGFB2/GDF7/SULF2/PCNA/NTN1/STAT5A/NTN4/FGF10/GLI2/SERPINE2/NPC1/MAFB/EDA/MDK/STAT5B/FRZB/NOTCH1/MSX2/LBH/NRG1/HIF1A/GLI3/PSEN1/SMAD3/PDGFRA/ETV5/TNC/PIK3CA/JAK2/FGFR2/TCF21/HSPA12A/CAV1/CEBPG/E2F7/EZH2/LMO4/TBX3/RXFP1/MAP2K1/CYP19A1/GPX1/TNFAIP3/HOXA3/MET/PKD1/ELK1/CSF1/NR0B1/WDR77/ASXL1/INSR/SFRP1/EDNRA/ESR1/SLC7A5/WNT5A/TBX2/ABCB1/ARF6/XDH/ASS1/CEBPB/DAG1/TGM2/CDKN2A/CAPN1/DKK3/JARID2/MMP2/MAPK3/BCL2L11/SULF1/IGF1/SMARCB1/PROX2/ADA/CREB1/PPARA/BCL2/ZBTB1/RELA/SIX4/CCL11/CDO1/SP3/EGFR/GATA6",118
"GO:0010594","GO:0010594","regulation of endothelial cell migration","70/3391","239/18860",0.292887029288703,1.62897356897226,4.58165044209751,1.15102717364604e-05,0.000280404457120903,0.000193403473520466,"AMOT/PLPP3/ACVRL1/RHOJ/PLK2/GLUL/BMPER/RHOB/HDAC7/CCBE1/PTN/VEGFA/PRKD1/EMP2/THBS1/PPARG/AGT/STAT5A/RRAS/SPARC/NRP2/PIK3CD/STC1/NOTCH1/ANGPT1/PTK2B/HIF1A/MAP2K3/KLF4/HSPB1/HDAC5/LGMN/ATOH8/NR2F2/RGCC/STARD13/RAC1/HMOX1/PIK3C2A/ANXA1/VEGFC/HDAC9/FGF1/SCARB1/FOXP1/PTGS2/MET/ADAM17/SEMA5A/SH3BP1/CD40/GAB1/PDCD10/WNT5A/ITGB1BP1/MECP2/NUS1/AAMP/RIN2/GREM1/PTPRM/DLL4/SLIT2/ADGRA2/MEF2C/SPRED1/TBXA2R/AKT3/GRN/SVBP",70
"GO:0035150","GO:0035150","regulation of tube size","52/3391","163/18860",0.319018404907975,1.77431056224253,4.64852452994867,1.15308176501742e-05,0.000280404457120903,0.000193403473520466,"CBS/LOC102724560/ABCC9/OXTR/GCLM/ROCK2/ACTA2/LEP/ADRA1B/ATP1A2/BDKRB2/EXT1/VEGFA/VSTM4/ROCK1/DOCK5/HRH1/TRPM4/AGT/PTPN11/SLC8A1/PRKG1/ADM/SVEP1/ARHGAP42/ADRA2A/ITGA1/CAV1/ITGB1/PER2/PIK3C2A/ADORA1/MAP2K1/SCARB1/GPX1/KCNJ8/KCNMA1/ITGA4/PLOD3/EDNRB/GAB1/GPER1/NPR1/EDNRA/ATP2B1/ITGB1BP1/MMP2/ASIC2/HTR2A/ECE1/TBXA2R/GUCY1A1",52
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","50/3391","155/18860",0.32258064516129,1.79412296306161,4.64800784727642,1.19908348196909e-05,0.000289348067918235,0.000199572153618419,"WNT2/TBX18/CITED2/ALDH1A3/FZD6/GDNF/SOX9/TGIF1/SPINT2/TGFB2/GDF7/FGF10/PRKACB/CTHRC1/CASP3/TEAD2/ADM/HIF1A/HS2ST1/SPECC1L/TGFB1I1/SUFU/RALA/FGFR2/SFRP2/LMO4/NUP50/VEGFC/MTHFD1L/CC2D2A/SEC24B/CFL1/TFAP2A/GRSF1/SFRP1/WNT5A/DVL2/VASP/SEMA4C/IFT172/GREM1/ZEB2/MTHFD1/SDC4/JAG2/CDK20/SULF1/PLXNB2/SIX4/NCKAP1",50
"GO:1905037","GO:1905037","autophagosome organization","50/3391","155/18860",0.32258064516129,1.79412296306161,4.64800784727642,1.19908348196909e-05,0.000289348067918235,0.000199572153618419,"EPHB2/PRKAA1/RHEB/MAP1LC3C/ZRANB1/ATP2A2/STX12/ULK2/USP33/WIPI1/VMP1/MAP1LC3A/EHMT2/SNX30/GABARAPL1/PSEN1/MTOR/BAG3/EFNB1/IFT88/ATG9A/LRRK2/ZFYVE26/SH3GLB1/LRSAM1/GABARAPL2/STING1/TP53INP2/WIPI2/GBA1/PINK1/ATG16L2/TCIRG1/ATP13A2/NUPR1/ELAPOR1/AP5Z1/RALB/CUL1/MAPK3/PIK3C3/UBQLN1/MOAP1/RETREG3/AP4M1/ATG16L1/ULK3/FEZ1/UBE3C/DEPTOR",50
"GO:0050769","GO:0050769","positive regulation of neurogenesis","69/3391","235/18860",0.293617021276596,1.63303362467608,4.57198371465198,1.20890391003823e-05,0.000290492089635957,0.000200361220155599,"CXCL12/WNT2/CRABP2/EPHB2/RHEB/LIF/RND2/ROBO1/PLXNB1/SMO/SRF/FZD4/PTN/VEGFA/TENM4/CDON/ARMCX5-GPRASP2/NTN1/IL34/SERPINE2/SPEN/MDK/MAPRE3/NOTCH1/MAP1B/EGR2/HIF1A/GLI3/ETV5/MTOR/CUL7/TNFRSF1B/NAP1L1/ZNF365/ITGB1/EPHA4/CDH4/BIN1/ROBO3/VEGFC/PRKCH/MAP2K1/OBSL1/NGF/EEF2K/SEMA5A/NKX6-1/GPER1/ANKRD27/KDM1A/ATXN1/SLC7A5/PTPRD/MECP2/DAG1/TGM2/ZEB2/ASPM/RUFY3/SLIT2/HDAC2/LIMK1/PLXNB2/NPTN/QKI/RELA/FXR2/ADNP/MAPT",69
"GO:0050817","GO:0050817","coagulation","72/3391","248/18860",0.290322580645161,1.61471066675545,4.56238754696239,1.21308459490948e-05,0.000290492089635957,0.000200361220155599,"PDPN/C1QTNF1/HPS5/RAP2B/EPHB2/COL3A1/PLA2G4A/ANXA2/ANGPTL1/FZD6/VCL/SLC7A11/MYL12A/ITGA2/DGKH/TSPAN8/SRF/ANGPTL7/THBS1/ANGPTL2/UBASH3B/SERPINE2/SERPING1/CD9/TLN1/PRKG1/ACTG1/IL6R/ANGPT1/MERTK/HSPB1/SVEP1/ADRA2A/PSEN1/PDGFRA/PIK3CA/JAK2/HPSE/CAV1/F2RL2/PRRG3/F10/C1GALT1C1/FLNA/HPS6/F3/ITPK1/MYL9/PLAU/GNA12/TYRO3/PLCG2/GAS6/CD40/HPS4/MAPK14/ENTPD1/DGKB/TSPAN32/TSPAN9/PTPRJ/ACTB/FUNDC2/EMILIN2/GNAQ/PRRG1/MYH9/HTR2A/LNPK/ANGPTL4/ANO6/TBXA2R",72
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","49/3391","151/18860",0.324503311258278,1.80481641118582,4.64892045370983,1.21835186206948e-05,0.000290644090594065,0.000200466059834606,"ACSL1/OXTR/SCD/RHEB/LEP/NPR3/LGR4/RBPJ/PDGFC/VEGFA/DDIT3/EPAS1/G0S2/NOTCH1/IGF1R/MFAP2/LNPEP/JAK2/DIO2/ADAMTS5/CAV1/BMAL1/ALDH1A1/PER2/NOVA1/IRF4/FABP4/HSF1/LPIN1/NR1H2/ACOT13/ADAM17/TLE3/ADIPOR1/RB1/KDM1A/ZNF423/CEBPB/KDM3A/PEMT/FH/ALMS1/GRB10/KDM6B/GADD45G/ATF4/QKI/MAP2K6/ADIPOR2",49
"GO:0006066","GO:0006066","alcohol metabolic process","99/3391","368/18860",0.269021739130435,1.49624004718372,4.50107118921375,1.22668551773524e-05,0.0002915236719042,0.00020107273378826,"ACSS1/ERRFI1/IMPA2/INPP5A/PLPP3/PNPLA2/DHRS3/PRKAA1/PLA2G4A/ALDH1A3/LEP/HSD17B6/PRKG2/ADH1B/ADH1A/FDXR/ADH1C/DHCR24/GCH1/ALDH3A2/TSKU/ACER3/AGT/ITPKB/CAT/SOAT1/PLPP1/SREBF1/NPC1/PLCB1/PRKG1/PLB1/FKRP/PPIP5K1/CYP24A1/INSIG1/ALDH1B1/IPMK/ERLIN2/CUBN/AKR1C3/GK5/NPC1L1/CH25H/GBA2/SPTLC3/IDH2/ALDH1A1/GNAI1/OSBPL5/ITPK1/AKR1B1/FGF1/SCARB1/ALDH3B1/H6PD/LPCAT3/HSD11B2/GPD2/SCAP/EDNRB/PLCG2/SCARF1/NAAA/TPK1/OSBPL1A/GPER1/CYP3A7/GBA1/SCP2/SEC14L2/TM7SF2/LDLR/GK/BMP6/MECP2/SYNJ1/CYP39A1/APOB/DHCR7/DKK3/NFE2L1/KPNB1/ISYNA1/ADH6/RDH5/IGF1/LIPE/HMGCS1/QKI/ALDH2/NUDT3/CLN8/COQ2/IMPA1/SPHK1/AKR1B10/G6PD/INSIG2",99
"GO:0007033","GO:0007033","vacuole organization","77/3391","270/18860",0.285185185185185,1.58613759734373,4.54186135050073,1.24787792637658e-05,0.000294609570022177,0.000203201171478142,"EPHB2/PRKAA1/RHEB/MAP1LC3C/ZRANB1/ANXA2/ATP2A2/SRPX/STX12/ULK2/USP33/P2RX7/WIPI1/TMEM165/EXT1/VMP1/MAP1LC3A/EHMT2/SNX30/GABARAPL1/TPCN2/PSEN1/MTOR/SYT7/BAG3/VPS18/VPS4A/EFNB1/IFT88/ATG9A/ARSG/LRRK2/ZFYVE26/SH3GLB1/LRSAM1/GABARAPL2/STING1/VPS4B/TP53INP2/GNPTAB/HOOK3/HPS4/WIPI2/GBA1/ACP2/ATP6V0B/PINK1/ATG16L2/TFEB/TCIRG1/ATP13A2/NUPR1/ELAPOR1/ATP6V0A1/TPP1/AP5Z1/ZKSCAN3/ARL8B/RALB/CUL1/MAPK3/PIK3C3/UBQLN1/MOAP1/PI4KB/RETREG3/AP4M1/ATG16L1/ULK3/CLN8/VPS11/FEZ1/UBE3C/DEPTOR/GRN/VPS35/ATP6V1A",77
